sample_id,html_file,benign_probability,malicious_probability
94,LIME_instance_94.html,2.9206275939941406e-06,0.999997079372406
95,LIME_instance_95.html,0.0001532435417175293,0.9998467564582825
96,LIME_instance_96.html,0.9999840259552002,1.5977799193933606e-05
97,LIME_instance_97.html,7.867813110351562e-06,0.9999921321868896
98,LIME_instance_98.html,0.9999950528144836,4.949363756168168e-06
99,LIME_instance_99.html,0.9999968409538269,3.1414765544468537e-06
100,LIME_instance_100.html,1.0073184967041016e-05,0.999989926815033
101,LIME_instance_101.html,1.430511474609375e-06,0.9999985694885254
102,LIME_instance_102.html,0.9999986886978149,1.3081429415251478e-06
103,LIME_instance_103.html,1.1920928955078125e-07,0.9999998807907104
104,LIME_instance_104.html,0.9999998807907104,1.0000000116860974e-07
105,LIME_instance_105.html,0.9999997615814209,2.19073044149809e-07
106,LIME_instance_106.html,4.482269287109375e-05,0.9999551773071289
107,LIME_instance_107.html,0.9999870657920837,1.294726553169312e-05
108,LIME_instance_108.html,0.013967156410217285,0.9860328435897827
109,LIME_instance_109.html,0.9996842741966248,0.0003157191094942391
110,LIME_instance_110.html,0.02436649799346924,0.9756335020065308
111,LIME_instance_111.html,1.1920928955078125e-07,0.9999998807907104
112,LIME_instance_112.html,0.9999326467514038,6.733542250003666e-05
113,LIME_instance_113.html,5.960464477539062e-07,0.9999994039535522
114,LIME_instance_114.html,0.9999967813491821,3.1965028028935194e-06
115,LIME_instance_115.html,2.6226043701171875e-05,0.9999737739562988
116,LIME_instance_116.html,0.9999936819076538,6.338497314573033e-06
117,LIME_instance_117.html,0.9999884963035583,1.1500781511131208e-05
118,LIME_instance_118.html,0.9999896883964539,1.0288905286870431e-05
119,LIME_instance_119.html,0.10204750299453735,0.8979524970054626
120,LIME_instance_120.html,0.9999998807907104,1.2445025276974775e-07
121,LIME_instance_121.html,0.9999521374702454,4.7856119635980576e-05
122,LIME_instance_122.html,0.9999914169311523,8.60734871821478e-06
123,LIME_instance_123.html,0.9999992251396179,7.715634069427324e-07
124,LIME_instance_124.html,1.1920928955078125e-07,0.9999998807907104
125,LIME_instance_125.html,1.1920928955078125e-07,0.9999998807907104
126,LIME_instance_126.html,1.1920928955078125e-07,0.9999998807907104
127,LIME_instance_127.html,0.9999353885650635,6.459213909693062e-05
128,LIME_instance_128.html,1.1920928955078125e-07,0.9999998807907104
129,LIME_instance_129.html,0.9999998807907104,1.0000000116860974e-07
130,LIME_instance_130.html,0.999997615814209,2.3882341793068917e-06
131,LIME_instance_131.html,0.9999476671218872,5.231927934801206e-05
132,LIME_instance_132.html,0.9999772906303406,2.2679749235976487e-05
133,LIME_instance_133.html,0.9999997615814209,2.446566895741853e-07
134,LIME_instance_134.html,0.9999998807907104,1.4372493239989126e-07
135,LIME_instance_135.html,0.00039970874786376953,0.9996002912521362
136,LIME_instance_136.html,0.9999997019767761,3.078131669553841e-07
137,LIME_instance_137.html,1.1920928955078125e-07,0.9999998807907104
138,LIME_instance_138.html,1.1920928955078125e-07,0.9999998807907104
139,LIME_instance_139.html,1.1920928955078125e-07,0.9999998807907104
140,LIME_instance_140.html,1.6093254089355469e-06,0.9999983906745911
141,LIME_instance_141.html,0.9999994039535522,6.075224519008771e-07
142,LIME_instance_142.html,0.00022494792938232422,0.9997750520706177
143,LIME_instance_143.html,0.9901846647262573,0.009815363213419914
144,LIME_instance_144.html,0.9999300837516785,6.991482223384082e-05
145,LIME_instance_145.html,0.0002683401107788086,0.9997316598892212
146,LIME_instance_146.html,4.76837158203125e-07,0.9999995231628418
147,LIME_instance_147.html,1.1920928955078125e-07,0.9999998807907104
148,LIME_instance_148.html,0.9999755024909973,2.4502807718818076e-05
149,LIME_instance_149.html,0.001051485538482666,0.9989485144615173
150,LIME_instance_150.html,1.0728836059570312e-06,0.999998927116394
151,LIME_instance_151.html,2.1457672119140625e-06,0.9999978542327881
152,LIME_instance_152.html,0.9999982714653015,1.7197979786942597e-06
153,LIME_instance_153.html,0.999963104724884,3.688811193569563e-05
154,LIME_instance_154.html,0.9999626874923706,3.730231401277706e-05
155,LIME_instance_155.html,0.0034911036491394043,0.9965088963508606
156,LIME_instance_156.html,0.9999677538871765,3.2226678740698844e-05
157,LIME_instance_157.html,3.4809112548828125e-05,0.9999651908874512
158,LIME_instance_158.html,3.874301910400391e-06,0.9999961256980896
159,LIME_instance_159.html,0.9999880790710449,1.1891271242348012e-05
160,LIME_instance_160.html,0.9999998211860657,2.0200941719394905e-07
161,LIME_instance_161.html,0.9999988675117493,1.119303647101333e-06
162,LIME_instance_162.html,3.403425216674805e-05,0.9999659657478333
163,LIME_instance_163.html,3.0994415283203125e-06,0.9999969005584717
164,LIME_instance_164.html,0.999688446521759,0.0003115322324447334
165,LIME_instance_165.html,1.1920928955078125e-07,0.9999998807907104
166,LIME_instance_166.html,1.3887882232666016e-05,0.9999861121177673
167,LIME_instance_167.html,0.9999993443489075,6.502311293843377e-07
168,LIME_instance_168.html,0.9999618530273438,3.815390300587751e-05
169,LIME_instance_169.html,0.9999982118606567,1.7948625554708997e-06
170,LIME_instance_170.html,0.9993352293968201,0.000664771010633558
171,LIME_instance_171.html,0.9999951124191284,4.8853848966246005e-06
172,LIME_instance_172.html,4.0531158447265625e-06,0.9999959468841553
173,LIME_instance_173.html,1.2934207916259766e-05,0.9999870657920837
174,LIME_instance_174.html,0.9993479251861572,0.0006520812166854739
175,LIME_instance_175.html,0.997428297996521,0.0025717131793498993
176,LIME_instance_176.html,0.9999991655349731,8.165942517734948e-07
177,LIME_instance_177.html,1.1920928955078125e-07,0.9999998807907104
178,LIME_instance_178.html,4.0531158447265625e-06,0.9999959468841553
179,LIME_instance_179.html,0.006310224533081055,0.993689775466919
180,LIME_instance_180.html,0.999997079372406,2.945234427897958e-06
181,LIME_instance_181.html,0.00022536516189575195,0.9997746348381042
182,LIME_instance_182.html,1.1920928955078125e-07,0.9999998807907104
183,LIME_instance_183.html,8.940696716308594e-07,0.9999991059303284
184,LIME_instance_184.html,1.1920928955078125e-07,0.9999998807907104
185,LIME_instance_185.html,0.0001188516616821289,0.9998811483383179
186,LIME_instance_186.html,0.9999096393585205,9.03593681869097e-05
187,LIME_instance_187.html,1.6689300537109375e-06,0.9999983310699463
188,LIME_instance_188.html,0.9999210238456726,7.898770127212629e-05
189,LIME_instance_189.html,1.1920928955078125e-07,0.9999998807907104
190,LIME_instance_190.html,1.1920928955078125e-07,0.9999998807907104
191,LIME_instance_191.html,0.9999995231628418,4.6958641064520634e-07
192,LIME_instance_192.html,1.1920928955078125e-07,0.9999998807907104
193,LIME_instance_193.html,0.0006673336029052734,0.9993326663970947
194,LIME_instance_194.html,0.9994841814041138,0.0005158022977411747
195,LIME_instance_195.html,1.1920928955078125e-07,0.9999998807907104
196,LIME_instance_196.html,1.1920928955078125e-07,0.9999998807907104
197,LIME_instance_197.html,0.002870619297027588,0.9971293807029724
198,LIME_instance_198.html,0.9998349547386169,0.00016507331747561693
199,LIME_instance_199.html,0.9999975562095642,2.438730916765053e-06
200,LIME_instance_200.html,0.9999997615814209,2.141964756674497e-07
201,LIME_instance_201.html,0.00014078617095947266,0.9998592138290405
202,LIME_instance_202.html,0.00011652708053588867,0.9998834729194641
203,LIME_instance_203.html,0.9999891519546509,1.0856719200091902e-05
204,LIME_instance_204.html,0.007232189178466797,0.9927678108215332
205,LIME_instance_205.html,0.8858559131622314,0.11414407193660736
206,LIME_instance_206.html,0.9998759031295776,0.0001240928831975907
207,LIME_instance_207.html,0.00032782554626464844,0.9996721744537354
208,LIME_instance_208.html,0.0001863241195678711,0.9998136758804321
209,LIME_instance_209.html,0.9999983310699463,1.6969822809187463e-06
210,LIME_instance_210.html,1.1920928955078125e-07,0.9999998807907104
211,LIME_instance_211.html,1.1920928955078125e-07,0.9999998807907104
212,LIME_instance_212.html,1.3709068298339844e-06,0.9999986290931702
213,LIME_instance_213.html,0.026347994804382324,0.9736520051956177
214,LIME_instance_214.html,1.1920928955078125e-07,0.9999998807907104
215,LIME_instance_215.html,0.002886176109313965,0.997113823890686
216,LIME_instance_216.html,0.9999832510948181,1.6764293832238764e-05
217,LIME_instance_217.html,0.0003132820129394531,0.9996867179870605
218,LIME_instance_218.html,0.9999948740005493,5.130336830916349e-06
219,LIME_instance_219.html,4.2498111724853516e-05,0.9999575018882751
220,LIME_instance_220.html,0.9999328851699829,6.708686851197854e-05
221,LIME_instance_221.html,0.9998400211334229,0.00015996972797438502
222,LIME_instance_222.html,0.00014603137969970703,0.9998539686203003
223,LIME_instance_223.html,9.09566879272461e-05,0.9999090433120728
224,LIME_instance_224.html,0.9999937415122986,6.258024313865462e-06
225,LIME_instance_225.html,1.1920928955078125e-07,0.9999998807907104
226,LIME_instance_226.html,0.9999830722808838,1.690655881247949e-05
227,LIME_instance_227.html,1.1920928955078125e-07,0.9999998807907104
228,LIME_instance_228.html,0.9999984502792358,1.561941644467879e-06
229,LIME_instance_229.html,1.1920928955078125e-07,0.9999998807907104
230,LIME_instance_230.html,0.9999982118606567,1.7735051187628414e-06
231,LIME_instance_231.html,7.331371307373047e-06,0.9999926686286926
232,LIME_instance_232.html,0.9999990463256836,9.499299835624697e-07
233,LIME_instance_233.html,0.9999992847442627,7.085363336045702e-07
234,LIME_instance_234.html,0.9991340041160583,0.0008659916929900646
235,LIME_instance_235.html,0.8129871487617493,0.18701285123825073
236,LIME_instance_236.html,0.9999966621398926,3.349369080751785e-06
237,LIME_instance_237.html,0.00019121170043945312,0.9998087882995605
238,LIME_instance_238.html,0.999988853931427,1.113466169044841e-05
239,LIME_instance_239.html,0.0013342499732971191,0.9986657500267029
240,LIME_instance_240.html,0.9999998807907104,1.0000000116860974e-07
241,LIME_instance_241.html,0.9999990463256836,9.596510608389508e-07
242,LIME_instance_242.html,0.9999441504478455,5.587063787970692e-05
243,LIME_instance_243.html,0.9999970197677612,2.964560280815931e-06
244,LIME_instance_244.html,0.999998927116394,1.092168304239749e-06
245,LIME_instance_245.html,0.0006017088890075684,0.9993982911109924
246,LIME_instance_246.html,0.9999998807907104,1.1764758767185413e-07
247,LIME_instance_247.html,1.1920928955078125e-07,0.9999998807907104
248,LIME_instance_248.html,2.384185791015625e-07,0.9999997615814209
249,LIME_instance_249.html,0.9999998807907104,1.3632035233968054e-07
250,LIME_instance_250.html,2.5033950805664062e-06,0.9999974966049194
251,LIME_instance_251.html,1.1920928955078125e-07,0.9999998807907104
252,LIME_instance_252.html,3.0994415283203125e-05,0.9999690055847168
253,LIME_instance_253.html,0.9998564720153809,0.00014353840379044414
254,LIME_instance_254.html,0.9999991655349731,8.611064004071523e-07
255,LIME_instance_255.html,0.9998807311058044,0.00011924852151423693
256,LIME_instance_256.html,0.9999194145202637,8.061194239417091e-05
257,LIME_instance_257.html,0.9998073577880859,0.00019265506125520915
258,LIME_instance_258.html,0.2126416563987732,0.7873583436012268
259,LIME_instance_259.html,6.496906280517578e-06,0.9999935030937195
260,LIME_instance_260.html,1.1920928955078125e-07,0.9999998807907104
261,LIME_instance_261.html,0.9999994039535522,6.186522227835667e-07
262,LIME_instance_262.html,0.9999993443489075,6.579773526027566e-07
263,LIME_instance_263.html,0.9999985694885254,1.4135872561382712e-06
264,LIME_instance_264.html,0.9999997615814209,2.2294925372534635e-07
265,LIME_instance_265.html,2.384185791015625e-07,0.9999997615814209
266,LIME_instance_266.html,1.1920928955078125e-07,0.9999998807907104
267,LIME_instance_267.html,1.1920928955078125e-07,0.9999998807907104
268,LIME_instance_268.html,6.073713302612305e-05,0.9999392628669739
269,LIME_instance_269.html,0.9999747276306152,2.529979065002408e-05
270,LIME_instance_270.html,0.9999986290931702,1.390757574881718e-06
271,LIME_instance_271.html,9.161233901977539e-05,0.9999083876609802
272,LIME_instance_272.html,0.999932587146759,6.741097604390234e-05
273,LIME_instance_273.html,1.1920928955078125e-07,0.9999998807907104
274,LIME_instance_274.html,0.9999853372573853,1.467614492867142e-05
275,LIME_instance_275.html,2.384185791015625e-07,0.9999997615814209
276,LIME_instance_276.html,1.1920928955078125e-07,0.9999998807907104
277,LIME_instance_277.html,0.8711832165718079,0.12881678342819214
278,LIME_instance_278.html,0.999968945980072,3.104321513092145e-05
279,LIME_instance_279.html,0.9995480179786682,0.00045198810403235257
280,LIME_instance_280.html,0.9994333386421204,0.000566688016988337
281,LIME_instance_281.html,0.9999880194664001,1.1965828889515251e-05
282,LIME_instance_282.html,1.1920928955078125e-07,0.9999998807907104
283,LIME_instance_283.html,0.9999879002571106,1.2072495337633882e-05
284,LIME_instance_284.html,0.9999962449073792,3.7379581954155583e-06
285,LIME_instance_285.html,5.429983139038086e-05,0.9999457001686096
286,LIME_instance_286.html,8.940696716308594e-07,0.9999991059303284
287,LIME_instance_287.html,0.9999998807907104,1.0000000116860974e-07
288,LIME_instance_288.html,0.00013899803161621094,0.9998610019683838
289,LIME_instance_289.html,8.344650268554688e-07,0.9999991655349731
290,LIME_instance_290.html,0.9999974370002747,2.5770093543542316e-06
291,LIME_instance_291.html,0.4300997853279114,0.5699002146720886
292,LIME_instance_292.html,0.0006633996963500977,0.9993366003036499
293,LIME_instance_293.html,0.0002276301383972168,0.9997723698616028
294,LIME_instance_294.html,0.999998927116394,1.0988044323312351e-06
295,LIME_instance_295.html,1.1920928955078125e-07,0.9999998807907104
296,LIME_instance_296.html,1.1920928955078125e-05,0.9999880790710449
297,LIME_instance_297.html,0.0001271367073059082,0.9998728632926941
298,LIME_instance_298.html,0.9999712109565735,2.8760989152942784e-05
299,LIME_instance_299.html,9.5367431640625e-07,0.9999990463256836
300,LIME_instance_300.html,1.7881393432617188e-07,0.9999998211860657
301,LIME_instance_301.html,1.1920928955078125e-07,0.9999998807907104
302,LIME_instance_302.html,1.1920928955078125e-07,0.9999998807907104
303,LIME_instance_303.html,0.9999989867210388,9.953377002602792e-07
304,LIME_instance_304.html,6.192922592163086e-05,0.9999380707740784
305,LIME_instance_305.html,0.999999463558197,5.538226446333283e-07
306,LIME_instance_306.html,4.76837158203125e-07,0.9999995231628418
307,LIME_instance_307.html,0.001245260238647461,0.9987547397613525
308,LIME_instance_308.html,7.152557373046875e-06,0.999992847442627
309,LIME_instance_309.html,0.009542405605316162,0.9904575943946838
310,LIME_instance_310.html,8.940696716308594e-07,0.9999991059303284
311,LIME_instance_311.html,1.1920928955078125e-07,0.9999998807907104
312,LIME_instance_312.html,0.9999987483024597,1.2290554423088906e-06
313,LIME_instance_313.html,0.9999867081642151,1.3293184565554839e-05
314,LIME_instance_314.html,0.9999898076057434,1.0195818504143972e-05
315,LIME_instance_315.html,0.9997930526733398,0.0002069634647341445
316,LIME_instance_316.html,0.9999997019767761,3.1995966764952755e-07
317,LIME_instance_317.html,0.999999463558197,5.28631744600716e-07
318,LIME_instance_318.html,0.8858436942100525,0.1141563281416893
319,LIME_instance_319.html,0.999987006187439,1.3022096936765593e-05
320,LIME_instance_320.html,4.845857620239258e-05,0.9999515414237976
321,LIME_instance_321.html,1.1920928955078125e-07,0.9999998807907104
322,LIME_instance_322.html,0.9999988675117493,1.1304000508971512e-06
323,LIME_instance_323.html,1.1920928955078125e-07,0.9999998807907104
324,LIME_instance_324.html,1.1920928955078125e-07,0.9999998807907104
325,LIME_instance_325.html,0.9999515414237976,4.845082730753347e-05
326,LIME_instance_326.html,0.9981927871704102,0.0018072022357955575
327,LIME_instance_327.html,0.06095254421234131,0.9390474557876587
328,LIME_instance_328.html,0.9999988079071045,1.165806793324009e-06
329,LIME_instance_329.html,1.1920928955078125e-07,0.9999998807907104
330,LIME_instance_330.html,0.9999628067016602,3.717819708981551e-05
331,LIME_instance_331.html,1.1920928955078125e-07,0.9999998807907104
332,LIME_instance_332.html,1.1920928955078125e-07,0.9999998807907104
333,LIME_instance_333.html,2.562999725341797e-05,0.9999743700027466
334,LIME_instance_334.html,0.9995488524436951,0.000451152358436957
335,LIME_instance_335.html,0.0006109476089477539,0.9993890523910522
336,LIME_instance_336.html,0.9999799728393555,2.005341593758203e-05
337,LIME_instance_337.html,1.1920928955078125e-07,0.9999998807907104
338,LIME_instance_338.html,0.9999995827674866,3.914078945399524e-07
339,LIME_instance_339.html,0.9999998807907104,1.0000000116860974e-07
340,LIME_instance_340.html,1.9311904907226562e-05,0.9999806880950928
341,LIME_instance_341.html,9.876489639282227e-05,0.9999012351036072
342,LIME_instance_342.html,1.0132789611816406e-06,0.9999989867210388
343,LIME_instance_343.html,0.9999946355819702,5.35098979526083e-06
344,LIME_instance_344.html,0.9999569058418274,4.310783697292209e-05
345,LIME_instance_345.html,0.9999997019767761,3.174791061155702e-07
346,LIME_instance_346.html,0.9999228715896606,7.710036152275279e-05
347,LIME_instance_347.html,0.9999995231628418,4.723274855678028e-07
348,LIME_instance_348.html,1.1920928955078125e-06,0.9999988079071045
349,LIME_instance_349.html,0.00023472309112548828,0.9997652769088745
350,LIME_instance_350.html,0.9999998211860657,1.8789148725772975e-07
351,LIME_instance_351.html,1.5139579772949219e-05,0.999984860420227
352,LIME_instance_352.html,0.9963093400001526,0.00369063438847661
353,LIME_instance_353.html,0.9999708533287048,2.9157170502003282e-05
354,LIME_instance_354.html,8.940696716308594e-07,0.9999991059303284
355,LIME_instance_355.html,1.1920928955078125e-07,0.9999998807907104
356,LIME_instance_356.html,0.0007985234260559082,0.9992014765739441
357,LIME_instance_357.html,0.994830846786499,0.0051691532135009766
358,LIME_instance_358.html,0.0003864765167236328,0.9996135234832764
359,LIME_instance_359.html,0.00010704994201660156,0.9998929500579834
360,LIME_instance_360.html,0.9999993443489075,6.56949680433172e-07
361,LIME_instance_361.html,1.1920928955078125e-07,0.9999998807907104
362,LIME_instance_362.html,0.9999964237213135,3.599534920795122e-06
363,LIME_instance_363.html,0.9999924302101135,7.569888111902401e-06
364,LIME_instance_364.html,0.9999919533729553,8.036926374188624e-06
365,LIME_instance_365.html,0.9999685883522034,3.141008710372262e-05
366,LIME_instance_366.html,0.993813693523407,0.006186282262206078
367,LIME_instance_367.html,0.9999903440475464,9.663574019214138e-06
368,LIME_instance_368.html,0.9999881982803345,1.1790039025072474e-05
369,LIME_instance_369.html,0.9999938011169434,6.176315764605533e-06
370,LIME_instance_370.html,0.9995452761650085,0.00045469633187167346
371,LIME_instance_371.html,0.0010854005813598633,0.9989145994186401
372,LIME_instance_372.html,0.9999962449073792,3.74062915398099e-06
373,LIME_instance_373.html,0.9999998807907104,1.0000000116860974e-07
374,LIME_instance_374.html,7.218122482299805e-05,0.999927818775177
375,LIME_instance_375.html,6.556510925292969e-07,0.9999993443489075
376,LIME_instance_376.html,0.9999974370002747,2.5357505819556536e-06
377,LIME_instance_377.html,0.9851206541061401,0.014879325404763222
378,LIME_instance_378.html,1.1026859283447266e-05,0.9999889731407166
379,LIME_instance_379.html,0.9999629259109497,3.706265124492347e-05
380,LIME_instance_380.html,1.1920928955078125e-07,0.9999998807907104
381,LIME_instance_381.html,0.9999997019767761,2.9213848051767854e-07
382,LIME_instance_382.html,0.9999971985816956,2.7844798751175404e-06
383,LIME_instance_383.html,0.999997615814209,2.3921229512779973e-06
384,LIME_instance_384.html,1.7881393432617188e-07,0.9999998211860657
385,LIME_instance_385.html,0.7274447679519653,0.27255526185035706
386,LIME_instance_386.html,0.9999890327453613,1.097059157473268e-05
387,LIME_instance_387.html,0.9813495874404907,0.018650401383638382
388,LIME_instance_388.html,0.9999992847442627,7.439183491442236e-07
389,LIME_instance_389.html,0.9999995231628418,4.698690645454917e-07
390,LIME_instance_390.html,0.9999913573265076,8.642922693979926e-06
391,LIME_instance_391.html,0.999999463558197,5.397374707172276e-07
392,LIME_instance_392.html,0.9999171495437622,8.285943476948887e-05
393,LIME_instance_393.html,0.9999996423721313,3.669520936000481e-07
394,LIME_instance_394.html,0.9999997019767761,3.076649477407045e-07
395,LIME_instance_395.html,0.9999992251396179,7.739895409031305e-07
396,LIME_instance_396.html,0.00043910741806030273,0.9995608925819397
397,LIME_instance_397.html,5.0067901611328125e-06,0.9999949932098389
398,LIME_instance_398.html,0.9989323019981384,0.0010676714591681957
399,LIME_instance_399.html,1.1920928955078125e-07,0.9999998807907104
400,LIME_instance_400.html,0.00014674663543701172,0.999853253364563
401,LIME_instance_401.html,0.9999998807907104,1.1342297767669152e-07
402,LIME_instance_402.html,1.1920928955078125e-07,0.9999998807907104
403,LIME_instance_403.html,1.3709068298339844e-06,0.9999986290931702
404,LIME_instance_404.html,0.00016832351684570312,0.9998316764831543
405,LIME_instance_405.html,0.9965762495994568,0.0034237531945109367
406,LIME_instance_406.html,0.999934196472168,6.57827258692123e-05
407,LIME_instance_407.html,1.1920928955078125e-07,0.9999998807907104
408,LIME_instance_408.html,0.9999998211860657,1.9213362634218356e-07
409,LIME_instance_409.html,0.00366896390914917,0.9963310360908508
410,LIME_instance_410.html,1.1920928955078125e-07,0.9999998807907104
411,LIME_instance_411.html,2.962350845336914e-05,0.9999703764915466
412,LIME_instance_412.html,0.9999997615814209,2.459937604726292e-07
413,LIME_instance_413.html,0.9999997019767761,3.1580196946379147e-07
414,LIME_instance_414.html,0.9999988675117493,1.1435644182711258e-06
415,LIME_instance_415.html,4.76837158203125e-07,0.9999995231628418
416,LIME_instance_416.html,0.9999962449073792,3.72610634258308e-06
417,LIME_instance_417.html,1.1920928955078125e-07,0.9999998807907104
418,LIME_instance_418.html,0.9999938011169434,6.181395292514935e-06
419,LIME_instance_419.html,0.9999959468841553,4.050825282320147e-06
420,LIME_instance_420.html,0.9999968409538269,3.1761130685481476e-06
421,LIME_instance_421.html,1.609325408935547e-05,0.9999839067459106
